8.49624,957
8.51122,996
8.5262,1068
8.54117,1185
8.55614,1293
8.57111,1367
8.58607,1370
8.60102,1358
8.61598,1326
8.63092,1295
8.64587,1270
8.66081,1224
8.67574,1285
8.69067,1328
8.7056,1414
8.72052,1485
8.73544,1591
8.75035,1727
8.76525,1849
8.78016,1951
8.79505,2082
8.80994,2116
8.82483,2135
8.83971,2046
8.85459,1871
8.86946,1706
8.88432,1500
8.89918,1368
8.91404,1268
8.92889,1225
8.94373,1188
8.95857,1196
8.9734,1217
8.98822,1263
9.00304,1360
9.01785,1488
9.03266,1543
9.04746,1696
9.06226,1787
9.07705,1863
9.09183,1809
9.1066,1739
9.12137,1628
9.13613,1505
9.15089,1393
9.16564,1306
9.18038,1217
9.19511,1167
9.20984,1170
9.22456,1230
9.23928,1326
9.25398,1471
9.26868,1588
9.28338,1663
9.29806,1665
9.31274,1669
9.32741,1663
9.34207,1694
9.35673,1743
9.37137,1810
9.38601,1805
9.40064,1735
9.41527,1638
9.42988,1496
9.44449,1374
9.45909,1284
9.47368,1257
9.48826,1288
9.50284,1301
9.5174,1339
9.53196,1477
9.54651,1604
9.56105,1760
9.57558,1844
9.5901,1828
9.60462,1707
9.61912,1638
9.63362,1492
9.6481,1408
9.66258,1300
9.67705,1226
9.69151,1183
9.70596,1125
9.7204,1097
9.73483,1060
9.74926,1069
9.76367,1042
9.77807,1023
9.79246,1035
9.80685,1056
9.82122,1077
9.83558,1083
9.84994,1122
9.86428,1180
9.87861,1232
9.89293,1330
9.90725,1448
9.92155,1520
9.93584,1543
9.95012,1555
9.96439,1489
9.97865,1394
9.9929,1293
10.00714,1289
10.02137,1323
10.03558,1431
10.04979,1570
10.06399,1700
10.07817,1718
10.09234,1688
10.1065,1545
10.12065,1436
10.13479,1286
10.14892,1212
10.16303,1143
10.17714,1123
10.19123,1095
10.20531,1082
10.21938,1058
10.23344,1047
10.24748,1063
10.26151,1085
10.27553,1123
10.28954,1188
10.30354,1262
10.31752,1407
10.33149,1604
10.34545,1953
10.3594,2363
10.37333,2822
10.38725,3194
10.40116,3364
10.41506,3228
10.42894,2960
10.44281,2615
10.45667,2230
10.47051,1929
10.48435,1641
10.49816,1448
10.51197,1320
10.52576,1249
10.53954,1164
10.5533,1163
10.56705,1131
10.58079,1116
10.59451,1126
10.60822,1112
10.62192,1131
10.6356,1179
10.64927,1192
10.66292,1235
10.67656,1231
10.69019,1323
10.7038,1452
10.7174,1626
10.73098,1934
10.74455,2211
10.7581,2542
10.77164,2876
10.78516,3012
10.79867,3066
10.81217,2972
10.82565,2811
10.83911,2587
10.85257,2367
10.866,2083
10.87942,1927
10.89283,1831
10.90621,1815
10.91959,1883
10.93295,1957
10.94629,1983
10.95962,2016
10.97293,1999
10.98623,1929
10.99951,1787
11.01277,1619
11.02602,1406
11.03925,1261
11.05247,1157
11.06567,1086
11.07886,1051
11.09203,1072
11.10518,1086
11.11831,1103
11.13143,1124
11.14453,1125
11.15762,1194
11.17069,1182
11.18374,1149
11.19678,1101
11.2098,1037
11.2228,990
11.23578,950
11.24875,950
11.2617,916
11.27464,904
11.28755,934
11.30045,955
11.31333,1018
11.3262,1091
11.33904,1175
11.35187,1213
11.36468,1236
11.37748,1177
11.39025,1106
11.40301,1021
11.41575,960
11.42847,897
11.44117,846
11.45386,818
11.46653,806
11.47918,795
11.49181,771
11.50442,751
11.51701,738
11.52959,738
11.54214,740
11.55468,745
11.5672,747
11.5797,738
11.59218,759
11.60464,785
11.61708,806
11.6295,829
11.64191,883
11.65429,872
11.66666,888
11.679,875
11.69133,871
11.70364,875
11.71592,863
11.72819,851
11.74044,833
11.75267,835
11.76488,835
11.77706,808
11.78923,804
11.80138,808
11.81351,808
11.82561,816
11.8377,836
11.84977,862
11.86181,890
11.87384,905
11.88584,904
11.89783,891
11.90979,858
11.92173,831
11.93365,781
11.94556,741
11.95743,679
11.96929,665
11.98113,638
11.99295,629
12.00474,605
12.01652,606
12.02827,595
12.04,575
12.05171,584
12.06339,585
12.07506,567
12.0867,577
12.09832,561
12.10992,561
12.1215,560
12.13306,559
12.14459,556
12.1561,565
12.16759,563
12.17906,563
12.1905,554
12.20193,555
12.21333,570
12.2247,552
12.23606,545
12.24739,551
12.2587,558
12.26998,552
12.28124,546
12.29248,538
12.3037,551
12.31489,560
12.32606,560
12.33721,567
12.34833,560
12.35943,570
12.37051,574
12.38156,576
12.39259,586
12.4036,601
12.41458,621
12.42553,630
12.43647,648
12.44738,682
12.45826,682
12.46912,724
12.47996,764
12.49077,811
12.50156,844
12.51233,895
12.52307,950
12.53378,994
12.54447,1075
12.55514,1134
12.56578,1210
12.57639,1276
12.58699,1286
12.59755,1277
12.60809,1236
12.61861,1190
12.6291,1109
12.63956,1035
12.65,977
12.66042,904
12.67081,815
12.68117,749
12.69151,686
12.70182,644
12.71211,604
12.72237,594
12.73261,565
12.74281,567
12.753,561
12.76315,547
12.77328,554
12.78339,550
12.79347,548
12.80352,530
12.81354,543
12.82354,525
12.83352,523
12.84346,537
12.85338,547
12.86327,560
12.87314,554
12.88298,563
12.89279,589
12.90257,587
12.91233,600
12.92206,624
12.93176,629
12.94144,660
12.95108,711
12.9607,737
12.9703,797
12.97986,855
12.9894,935
12.99891,1010
13.00839,1089
13.01785,1155
13.02727,1226
13.03667,1296
13.04604,1326
13.05538,1426
13.0647,1494
13.07398,1581
13.08324,1619
13.09247,1677
13.10167,1686
13.11084,1712
13.11998,1668
13.12909,1630
13.13818,1526
13.14724,1419
13.15626,1265
13.16526,1170
13.17423,1041
13.18317,956
13.19208,877
13.20096,810
13.20981,727
13.21864,691
13.22743,633
13.23619,615
13.24493,593
13.25363,588
13.26231,577
13.27095,573
13.27957,575
13.28815,571
13.29671,559
13.30523,550
13.31373,548
13.32219,518
13.33062,519
13.33903,499
13.3474,499
13.35574,491
13.36406,475
13.37234,466
13.38059,462
13.38881,461
13.397,453
13.40515,457
13.41328,466
13.42138,467
13.42944,461
13.43747,451
13.44548,456
13.45345,454
13.46139,443
13.46929,440
13.47717,443
13.48502,455
13.49283,448
